date,recommendationservice_num_pods,recommendationservice_desired_replicas,recommendationservice_cpu_usage,recommendationservice_mem_usage,recommendationservice_traffic_in,recommendationservice_traffic_out,recommendationservice_latency,productcatalogservice_num_pods,productcatalogservice_desired_replicas,productcatalogservice_cpu_usage,productcatalogservice_mem_usage,productcatalogservice_traffic_in,productcatalogservice_traffic_out,productcatalogservice_latency,cartservice_num_pods,cartservice_desired_replicas,cartservice_cpu_usage,cartservice_mem_usage,cartservice_traffic_in,cartservice_traffic_out,cartservice_latency,adservice_num_pods,adservice_desired_replicas,adservice_cpu_usage,adservice_mem_usage,adservice_traffic_in,adservice_traffic_out,adservice_latency,paymentservice_num_pods,paymentservice_desired_replicas,paymentservice_cpu_usage,paymentservice_mem_usage,paymentservice_traffic_in,paymentservice_traffic_out,paymentservice_latency,shippingservice_num_pods,shippingservice_desired_replicas,shippingservice_cpu_usage,shippingservice_mem_usage,shippingservice_traffic_in,shippingservice_traffic_out,shippingservice_latency,currencyservice_num_pods,currencyservice_desired_replicas,currencyservice_cpu_usage,currencyservice_mem_usage,currencyservice_traffic_in,currencyservice_traffic_out,currencyservice_latency,redis-cart_num_pods,redis-cart_desired_replicas,redis-cart_cpu_usage,redis-cart_mem_usage,redis-cart_traffic_in,redis-cart_traffic_out,redis-cart_latency,checkoutservice_num_pods,checkoutservice_desired_replicas,checkoutservice_cpu_usage,checkoutservice_mem_usage,checkoutservice_traffic_in,checkoutservice_traffic_out,checkoutservice_latency,frontend_num_pods,frontend_desired_replicas,frontend_cpu_usage,frontend_mem_usage,frontend_traffic_in,frontend_traffic_out,frontend_latency,emailservice_num_pods,emailservice_desired_replicas,emailservice_cpu_usage,emailservice_mem_usage,emailservice_traffic_in,emailservice_traffic_out,emailservice_latency
2022-09-13 10:31:33,1,4,277,1.0,28,9,1381.498,1,3,291,0.0,40,93,1381.498,5,3,317,0.6,15,17,1381.498,1,1,58,0.0,5,5,1381.498,1,1,51,0.0,3,2,1381.498,2,1,69,0.0,6,4,1381.498,1,4,301,0.0,22,21,1381.498,7,1,12,0.4,7,3,1381.498,1,3,185,0.0,26,27,1381.498,1,5,392,0.0,102,404,1381.498,6,1,27,0.0,1,1,1381.498
2022-09-13 10:31:38,6,4,277,1.0,28,9,1381.498,1,3,291,0.0,40,93,1381.498,5,3,316,2.0,15,17,1381.498,1,1,58,0.0,5,5,1381.498,1,1,51,0.0,3,2,1381.498,2,1,30,0.0,3,2,1381.498,1,4,301,0.0,22,21,1381.498,7,1,12,0.4,7,3,1381.498,1,3,185,0.0,26,27,1381.498,1,5,392,0.0,102,404,1381.498,6,1,27,0.0,1,1,1381.498
2022-09-13 10:31:42,6,4,277,1.0,28,9,1384.387,1,3,222,0.0,33,76,1384.387,5,3,316,2.0,15,17,1384.387,1,1,58,0.0,5,5,1384.387,1,1,51,0.0,3,2,1384.387,2,1,30,0.0,3,2,1384.387,1,4,301,0.0,22,21,1384.387,7,1,12,0.4,7,3,1384.387,1,2,145,0.0,21,21,1384.387,1,5,392,0.0,102,404,1384.387,6,1,27,0.0,1,1,1384.387
2022-09-13 10:31:47,6,4,277,1.0,28,9,1384.387,1,3,222,0.0,33,76,1384.387,5,3,316,2.0,15,17,1384.387,1,1,58,0.0,5,5,1384.387,1,1,51,0.0,3,2,1384.387,2,1,30,0.0,3,2,1384.387,1,4,301,0.0,22,21,1384.387,7,1,12,0.4,7,3,1384.387,1,2,145,0.0,21,21,1384.387,1,5,392,0.0,102,404,1384.387,6,1,26,1.0,0,0,1384.387
2022-09-13 10:31:51,6,4,277,1.0,28,9,1384.049,1,3,222,0.0,33,76,1384.049,5,3,316,2.0,15,17,1384.049,1,1,58,0.0,5,5,1384.049,1,1,51,0.0,3,2,1384.049,2,1,42,0.3,4,2,1384.049,1,4,301,0.0,22,21,1384.049,7,1,13,0.6,7,3,1384.049,1,2,145,0.0,21,21,1384.049,2,5,392,0.0,102,404,1384.049,6,1,26,1.0,0,0,1384.049
2022-09-13 10:31:56,6,4,277,1.0,28,9,1384.049,1,3,222,0.0,33,76,1384.049,5,3,316,2.0,15,17,1384.049,1,1,58,0.0,5,5,1384.049,1,1,51,0.0,3,2,1384.049,2,1,42,0.3,4,2,1384.049,1,4,301,0.0,22,21,1384.049,5,1,12,0.4,7,3,1384.049,1,2,145,0.0,21,21,1384.049,2,5,392,0.0,102,404,1384.049,6,1,26,1.0,0,0,1384.049
2022-09-13 10:32:00,6,4,277,1.0,28,9,1384.424,1,3,222,0.0,33,76,1384.424,5,3,316,2.0,15,17,1384.424,1,1,58,0.0,5,5,1384.424,1,1,42,1.1,2,2,1384.424,2,1,42,0.3,4,2,1384.424,1,4,301,0.0,22,21,1384.424,5,1,16,0.0,7,3,1384.424,1,2,145,0.0,21,21,1384.424,2,5,392,0.0,102,404,1384.424,6,2,118,4.9,0,0,1384.424
2022-09-13 10:32:05,6,6,505,0.1,54,18,1384.424,1,3,222,0.0,33,76,1384.424,5,3,316,2.0,15,17,1384.424,1,1,75,0.0,7,8,1384.424,1,1,42,1.1,2,2,1384.424,8,1,42,0.3,4,2,1384.424,1,4,310,0.0,21,20,1384.424,5,1,19,0.0,7,3,1384.424,1,2,145,0.0,21,21,1384.424,2,5,394,0.0,121,466,1384.424,6,2,118,4.9,0,0,1384.424
2022-09-13 10:32:10,6,6,543,2.6,54,18,1384.424,1,4,309,0.0,44,108,1384.424,5,3,371,2.3,14,15,1384.424,1,1,75,0.0,7,8,1384.424,1,1,42,1.1,2,2,1384.424,8,1,61,0.3,5,3,1384.424,1,4,310,0.0,21,20,1384.424,5,1,22,0.1,7,3,1384.424,1,2,145,0.0,21,21,1384.424,2,5,394,0.0,121,466,1384.424,6,3,203,6.6,0,0,1384.424
2022-09-13 10:32:15,6,6,584,5.5,54,18,1385.218,1,4,309,0.0,44,108,1385.218,5,4,488,4.2,14,15,1385.218,1,1,75,0.0,7,8,1385.218,1,1,42,1.1,2,2,1385.218,8,1,61,0.3,5,3,1385.218,1,4,310,0.0,21,20,1385.218,5,1,26,0.1,7,3,1385.218,1,2,127,0.0,16,16,1385.218,2,5,394,0.0,121,466,1385.218,6,3,203,6.6,0,0,1385.218
2022-09-13 10:32:20,6,6,571,5.5,54,18,1385.218,1,4,309,0.0,44,108,1385.218,5,4,545,4.4,14,15,1385.218,1,1,75,0.0,7,8,1385.218,1,1,42,1.1,2,2,1385.218,8,1,74,0.1,5,3,1385.218,1,4,310,0.0,21,20,1385.218,5,1,26,0.1,7,3,1385.218,1,2,127,0.0,16,16,1385.218,2,5,394,0.0,121,466,1385.218,6,3,203,5.6,0,0,1385.218
2022-09-13 10:32:25,6,6,571,5.5,54,18,1387.468,1,4,309,0.0,44,108,1387.468,5,4,545,4.4,14,15,1387.468,1,1,75,0.0,7,8,1387.468,8,1,42,1.1,2,2,1387.468,8,1,74,0.1,5,3,1387.468,1,4,310,0.0,21,20,1387.468,5,1,26,0.1,7,3,1387.468,1,2,127,0.0,16,16,1387.468,2,5,394,0.0,121,466,1387.468,6,3,203,5.6,0,0,1387.468
2022-09-13 10:32:31,6,6,594,5.5,54,18,1387.856,1,4,309,0.0,44,108,1387.856,5,4,545,4.4,14,15,1387.856,1,1,75,0.0,7,8,1387.856,8,1,50,0.0,3,2,1387.856,8,1,74,0.1,5,3,1387.856,1,4,303,3.4,19,18,1387.856,5,1,25,0.1,7,3,1387.856,1,2,127,0.0,16,16,1387.856,2,5,397,0.3,121,466,1387.856,6,3,156,1.7,0,0,1387.856
2022-09-13 10:32:37,6,7,638,6.4,55,18,1387.856,1,4,309,0.0,44,108,1387.856,5,4,556,2.7,14,15,1387.856,2,1,71,11.6,7,8,1387.856,8,1,50,0.0,3,2,1387.856,8,2,85,0.5,5,3,1387.856,1,4,303,3.4,19,18,1387.856,5,1,25,0.1,7,3,1387.856,1,2,127,0.0,16,16,1387.856,2,5,397,0.3,122,477,1387.856,6,2,130,0.9,0,0,1387.856
2022-09-13 10:32:49,6,7,604,1.6,55,18,1389.324,1,4,310,0.0,45,110,1389.324,5,4,510,0.8,13,15,1389.324,2,1,71,11.6,7,8,1389.324,8,1,50,0.0,3,2,1389.324,8,2,99,1.1,4,3,1389.324,1,4,303,3.4,19,18,1389.324,5,1,25,0.0,7,3,1389.324,1,3,152,0.0,22,23,1389.324,2,5,397,0.3,122,477,1389.324,6,2,141,0.0,0,0,1389.324
2022-09-13 10:32:55,6,7,604,1.6,55,18,1390.895,1,4,310,0.0,45,110,1390.895,5,4,498,0.6,13,15,1390.895,2,1,71,11.6,7,8,1390.895,8,1,50,0.0,3,2,1390.895,8,2,99,1.1,4,3,1390.895,1,4,303,3.4,19,18,1390.895,5,1,25,0.0,7,3,1390.895,1,3,152,0.0,22,23,1390.895,2,5,397,0.3,122,477,1390.895,6,2,141,0.0,0,0,1390.895
2022-09-13 10:33:01,6,6,597,1.6,55,18,1390.895,5,4,310,0.0,45,110,1390.895,5,4,455,0.6,13,15,1390.895,2,1,71,11.6,7,8,1390.895,8,2,100,2.6,1,1,1390.895,8,2,134,1.1,4,3,1390.895,1,4,310,0.0,19,18,1390.895,5,1,25,0.0,7,4,1390.895,1,3,152,0.0,22,23,1390.895,2,5,395,0.0,122,477,1390.895,6,2,138,0.0,0,0,1390.895
2022-09-13 10:33:08,6,6,567,3.7,42,14,1392.917,5,4,310,0.0,45,110,1392.917,5,3,409,0.5,13,15,1392.917,2,1,72,0.0,7,8,1392.917,8,4,230,4.8,1,1,1392.917,8,3,164,2.2,4,2,1392.917,1,4,310,0.0,19,18,1392.917,5,1,25,0.0,7,4,1392.917,1,3,152,0.0,22,23,1392.917,2,5,395,0.0,125,491,1392.917,6,2,138,0.0,0,0,1392.917
2022-09-13 10:33:15,6,8,758,3.3,65,22,1392.477,5,4,314,0.0,44,110,1392.477,5,3,408,0.5,13,15,1392.477,2,1,72,0.0,7,8,1392.477,8,5,355,8.3,1,1,1392.477,8,3,172,1.5,4,2,1392.477,1,4,310,0.0,19,18,1392.477,5,1,25,0.0,7,4,1392.477,1,2,146,0.3,21,21,1392.477,4,5,395,0.0,125,491,1392.477,6,2,137,0.0,0,0,1392.477
2022-09-13 10:33:22,6,8,758,3.3,65,22,1392.477,5,4,314,0.0,44,110,1392.477,5,3,360,0.5,13,15,1392.477,2,1,72,0.0,7,8,1392.477,5,5,370,9.6,1,1,1392.477,8,3,179,1.5,4,2,1392.477,1,4,310,0.0,19,18,1392.477,5,1,25,0.0,7,4,1392.477,1,2,146,0.3,21,21,1392.477,4,5,395,0.0,125,491,1392.477,6,2,138,1.0,0,0,1392.477
2022-09-13 10:33:28,6,8,758,3.3,65,22,1392.864,5,4,314,0.0,44,110,1392.864,5,3,360,0.5,13,15,1392.864,2,1,72,0.0,7,8,1392.864,5,3,198,6.1,0,0,1392.864,8,3,186,1.5,4,2,1392.864,1,4,310,0.0,19,18,1392.864,5,1,25,0.0,7,4,1392.864,1,2,146,0.3,21,21,1392.864,4,5,395,0.0,125,491,1392.864,6,2,138,1.0,0,0,1392.864
2022-09-13 10:33:34,6,8,754,3.3,65,22,1393.562,5,4,324,0.5,44,110,1393.562,5,3,360,0.5,13,15,1393.562,2,4,670,1.3,7,9,1393.562,5,2,139,5.4,0,0,1393.562,8,3,193,1.3,4,2,1393.562,1,4,310,0.0,22,20,1393.562,5,1,26,0.0,7,4,1393.562,1,2,146,0.3,21,21,1393.562,4,5,395,0.0,129,495,1393.562,6,3,155,1.0,0,0,1393.562
2022-09-13 10:33:41,6,7,632,2.6,23,8,1393.562,5,4,331,0.9,45,115,1393.562,5,3,374,0.5,14,15,1393.562,2,4,670,1.3,7,9,1393.562,5,2,103,4.5,0,0,1393.562,8,3,187,0.2,4,2,1393.562,1,4,310,0.0,22,20,1393.562,5,1,26,0.0,7,4,1393.562,2,2,146,0.3,21,21,1393.562,4,5,395,0.0,129,495,1393.562,6,3,162,2.1,0,0,1393.562
2022-09-13 10:33:47,6,8,797,3.6,60,21,1393.975,5,4,339,1.1,45,115,1393.975,5,3,372,0.5,14,15,1393.975,2,4,670,1.3,7,9,1393.975,5,2,106,3.0,0,0,1393.975,8,3,186,0.6,4,2,1393.975,1,4,310,0.0,22,20,1393.975,5,1,26,0.0,7,4,1393.975,2,3,167,0.0,23,24,1393.975,4,5,395,0.0,129,495,1393.975,6,3,156,1.1,0,0,1393.975
2022-09-13 10:33:53,6,8,797,3.6,60,21,1394.613,5,4,352,1.2,45,115,1394.613,5,3,373,0.5,14,15,1394.613,2,4,670,1.3,7,9,1394.613,5,2,114,2.7,0,0,1394.613,8,3,179,0.6,4,2,1394.613,1,4,310,0.0,22,20,1394.613,5,1,26,0.0,7,4,1394.613,2,3,167,0.0,23,24,1394.613,4,5,395,0.0,129,495,1394.613,6,3,156,1.1,0,0,1394.613
2022-09-13 10:34:00,6,8,797,3.6,60,21,1394.613,5,4,352,1.2,45,115,1394.613,5,3,373,0.5,14,15,1394.613,2,4,669,3.7,7,9,1394.613,5,2,115,4.0,0,0,1394.613,8,3,179,0.6,4,2,1394.613,1,4,310,0.0,22,20,1394.613,5,1,26,0.0,7,4,1394.613,2,3,167,0.0,23,24,1394.613,4,5,396,0.2,129,495,1394.613,6,3,155,2.0,0,0,1394.613
2022-09-13 10:34:06,6,8,799,2.9,60,21,1394.94,5,4,360,0.3,45,115,1394.94,5,3,307,0.1,14,15,1394.94,2,4,670,3.7,7,8,1394.94,5,2,107,2.3,0,0,1394.94,8,3,170,1.9,4,2,1394.94,1,4,316,1.0,21,20,1394.94,5,1,26,0.0,7,4,1394.94,2,3,167,0.0,23,24,1394.94,4,5,396,0.2,129,506,1394.94,6,3,154,2.0,0,0,1394.94
2022-09-13 10:34:13,6,8,804,2.2,60,20,1394.95,5,4,362,0.4,43,111,1394.95,5,3,303,1.6,14,15,1394.95,2,4,670,3.7,7,8,1394.95,5,2,115,2.3,0,0,1394.95,8,3,171,2.1,4,2,1394.95,1,4,316,1.0,21,20,1394.95,5,1,26,0.0,7,4,1394.95,2,3,167,0.6,21,22,1394.95,4,5,396,0.2,129,506,1394.95,6,3,157,1.8,0,0,1394.95
2022-09-13 10:34:19,6,8,803,1.1,57,20,1394.95,5,4,362,0.4,43,111,1394.95,5,2,289,2.7,14,15,1394.95,2,4,670,3.7,7,8,1394.95,5,2,123,2.3,0,0,1394.95,8,3,178,2.1,4,2,1394.95,1,4,316,1.0,21,20,1394.95,5,1,26,0.0,7,4,1394.95,2,3,167,0.6,21,22,1394.95,4,5,396,0.2,129,506,1394.95,6,3,156,1.8,0,0,1394.95
2022-09-13 10:34:25,6,8,803,1.1,57,20,1395.754,5,4,362,0.3,43,111,1395.754,5,2,281,2.7,14,15,1395.754,2,4,670,3.7,7,8,1395.754,5,2,134,1.3,1,0,1395.754,8,3,178,2.1,4,2,1395.754,1,4,316,1.0,21,20,1395.754,5,1,26,0.0,7,4,1395.754,2,3,167,0.6,21,22,1395.754,4,5,396,0.2,129,506,1395.754,3,3,156,1.8,0,0,1395.754
2022-09-13 10:34:31,6,8,801,1.1,57,20,1395.754,5,4,362,0.3,43,111,1395.754,5,2,281,2.7,14,15,1395.754,2,4,638,1.6,7,8,1395.754,5,2,134,1.3,1,0,1395.754,8,3,182,1.8,4,2,1395.754,1,4,320,0.0,21,20,1395.754,5,1,26,0.0,7,4,1395.754,2,3,167,0.6,21,22,1395.754,4,5,396,0.2,129,506,1395.754,3,1,72,0.0,0,0,1395.754
2022-09-13 10:34:37,6,8,796,1.1,57,20,1397.106,5,4,363,0.3,43,111,1397.106,5,2,293,1.2,14,15,1397.106,2,4,641,1.6,7,8,1397.106,5,2,130,1.3,1,0,1397.106,8,3,183,1.0,4,2,1397.106,1,4,320,0.0,21,20,1397.106,5,1,26,0.0,7,4,1397.106,2,3,167,0.6,21,22,1397.106,4,5,398,0.2,126,486,1397.106,3,1,72,3.1,0,0,1397.106
2022-09-13 10:34:43,6,8,800,3.1,57,20,1398.562,5,4,362,0.2,43,111,1398.562,5,3,309,1.2,14,15,1398.562,2,4,641,1.6,7,8,1398.562,5,2,113,1.3,1,0,1398.562,8,3,178,1.6,4,2,1398.562,1,4,320,0.0,21,20,1398.562,5,1,26,0.0,7,4,1398.562,2,3,181,0.3,24,25,1398.562,4,5,398,0.2,126,486,1398.562,3,1,72,3.1,0,0,1398.562
2022-09-13 10:34:49,6,8,800,3.1,57,20,1398.562,5,4,362,0.2,43,111,1398.562,5,3,326,0.1,14,15,1398.562,2,4,641,1.6,7,8,1398.562,5,2,103,1.3,0,0,1398.562,8,3,176,1.2,4,2,1398.562,1,4,320,0.0,21,20,1398.562,5,1,26,0.0,7,4,1398.562,2,3,181,0.3,24,25,1398.562,4,5,398,0.2,126,486,1398.562,3,2,76,4.1,0,0,1398.562
2022-09-13 10:34:56,6,8,800,3.1,57,20,1399.134,5,4,358,0.4,43,111,1399.134,5,3,331,0.1,14,15,1399.134,2,4,641,1.6,7,8,1399.134,5,2,103,1.3,0,0,1399.134,8,3,176,1.2,4,2,1399.134,1,4,320,0.0,21,20,1399.134,5,1,26,0.0,7,4,1399.134,2,3,181,0.3,24,25,1399.134,4,5,398,0.2,126,486,1399.134,3,2,76,4.1,0,0,1399.134
2022-09-13 10:35:02,6,8,791,3.1,57,20,1400.919,5,4,358,0.4,43,111,1400.919,5,3,331,0.1,14,15,1400.919,2,2,280,0.5,7,8,1400.919,5,2,104,1.0,0,0,1400.919,8,3,172,1.3,4,2,1400.919,1,4,315,1.9,20,19,1400.919,5,1,25,0.0,7,4,1400.919,2,3,181,0.3,24,25,1400.919,4,5,397,0.3,126,486,1400.919,3,2,76,4.1,0,0,1400.919
2022-09-13 10:35:08,6,8,690,3.7,57,20,1400.919,5,4,350,0.6,43,111,1400.919,5,3,318,0.1,14,16,1400.919,2,2,276,0.5,7,8,1400.919,7,2,112,1.0,0,0,1400.919,8,3,180,1.2,4,2,1400.919,1,4,315,1.9,20,19,1400.919,5,1,25,0.0,7,4,1400.919,2,3,181,0.3,24,25,1400.919,4,5,396,0.3,128,505,1400.919,3,2,76,1.0,0,0,1400.919
2022-09-13 10:35:14,6,8,691,3.3,58,20,1400.567,5,4,360,1.0,44,115,1400.567,5,2,281,2.2,13,16,1400.567,2,2,276,0.5,7,8,1400.567,7,2,129,1.0,0,0,1400.567,8,3,182,1.2,4,2,1400.567,1,4,315,1.9,20,19,1400.567,5,1,25,0.0,7,4,1400.567,2,3,168,0.0,20,21,1400.567,4,5,396,0.3,128,505,1400.567,3,1,72,1.0,0,0,1400.567
2022-09-13 10:35:21,6,8,691,3.3,58,20,1400.567,5,4,360,1.0,44,115,1400.567,5,2,254,6.7,13,16,1400.567,2,2,276,0.5,7,8,1400.567,7,2,129,1.0,0,0,1400.567,8,3,183,1.2,4,2,1400.567,1,4,315,1.9,20,19,1400.567,5,1,25,0.0,7,4,1400.567,2,3,168,0.0,20,21,1400.567,4,5,396,0.3,128,505,1400.567,3,1,75,0.0,0,0,1400.567
2022-09-13 10:35:33,6,8,702,4.1,58,20,1402.383,5,4,367,0.8,44,115,1402.383,5,2,254,6.7,13,16,1402.383,2,2,158,0.0,7,8,1402.383,7,2,128,0.9,0,0,1402.383,8,3,176,1.2,4,2,1402.383,1,4,331,0.0,22,20,1402.383,5,1,25,0.0,7,4,1402.383,2,3,168,0.0,20,21,1402.383,4,5,396,0.8,127,486,1402.383,3,1,75,0.0,0,0,1402.383
2022-09-13 10:35:40,3,8,704,3.5,58,20,1402.383,5,4,371,1.3,44,115,1402.383,5,2,243,7.8,14,15,1402.383,2,2,158,0.0,7,8,1402.383,7,2,122,0.9,0,0,1402.383,8,3,175,0.7,4,2,1402.383,1,4,331,0.0,22,20,1402.383,5,1,25,0.0,7,4,1402.383,2,3,170,0.0,20,21,1402.383,4,5,398,1.2,127,486,1402.383,3,2,78,1.9,0,0,1402.383
2022-09-13 10:35:46,5,5,420,1.3,57,20,1402.755,5,4,361,0.9,44,111,1402.755,5,2,244,3.5,14,15,1402.755,2,2,158,0.0,7,8,1402.755,7,2,112,0.9,0,0,1402.755,8,3,176,0.7,4,2,1402.755,1,4,331,0.0,22,20,1402.755,5,1,25,0.0,7,4,1402.755,2,3,155,0.8,19,20,1402.755,4,5,398,1.2,127,486,1402.755,3,2,83,3.9,0,0,1402.755
2022-09-13 10:35:53,5,5,420,1.3,57,20,1403.487,5,4,357,1.0,44,111,1403.487,5,2,249,1.1,14,15,1403.487,2,2,158,0.0,7,8,1403.487,1,2,107,0.9,0,0,1403.487,8,3,180,1.3,4,2,1403.487,1,4,331,0.0,22,20,1403.487,5,1,25,0.0,7,4,1403.487,2,3,155,0.8,19,20,1403.487,4,5,398,1.2,127,486,1403.487,3,2,83,3.9,0,0,1403.487
2022-09-13 10:35:58,5,5,420,1.3,57,20,1403.487,5,4,357,1.0,44,111,1403.487,5,2,249,1.1,14,15,1403.487,2,1,105,0.0,7,8,1403.487,1,1,14,0.0,0,0,1403.487,8,3,187,0.8,4,2,1403.487,1,4,331,0.0,22,20,1403.487,5,1,25,0.0,7,4,1403.487,2,3,155,0.8,19,20,1403.487,4,5,398,1.2,127,486,1403.487,3,2,83,3.9,0,0,1403.487
2022-09-13 10:36:03,5,5,412,1.3,57,20,1404.045,5,4,358,1.0,44,111,1404.045,5,2,249,1.1,14,15,1404.045,2,1,96,0.0,7,8,1404.045,1,1,14,0.0,0,0,1404.045,8,3,188,0.8,4,2,1404.045,1,4,329,1.4,22,21,1404.045,5,1,25,0.0,7,4,1404.045,2,3,155,0.8,19,20,1404.045,4,5,397,0.4,130,509,1404.045,3,2,83,3.9,0,0,1404.045
