date,redis-leader_num_pods,redis-leader_desired_replicas,redis-leader_cpu_usage,redis-leader_mem_usage,redis-leader_traffic_in,redis-leader_traffic_out,redis-leader_latency,redis-follower_num_pods,redis-follower_desired_replicas,redis-follower_cpu_usage,redis-follower_mem_usage,redis-follower_traffic_in,redis-follower_traffic_out,redis-follower_latency,redis-leader_cpu_predictions
2022-09-10 05:41:23,7.0,3.0,422.0,0.3,608.0,2572.0,0.005,3.0,1.0,84.0,16.2,188.0,44.0,0.005,393.41484760573
2022-09-10 05:41:24,7.0,3.0,429.0,0.3,608.0,2572.0,0.005,3.0,2.0,96.0,23.1,188.0,44.0,0.005,400.531878084584
2022-09-10 05:41:25,7.0,3.0,429.0,0.3,608.0,2572.0,0.005,3.0,2.0,96.0,23.1,188.0,44.0,0.005,406.2255024676672
2022-09-10 05:41:26,2.0,2.0,190.0,15.8,126.0,2299.0,0.005,3.0,2.0,80.0,37.2,93.0,23.0,0.005,362.9804019741338
2022-09-10 05:41:27,2.0,2.0,190.0,15.8,126.0,2299.0,0.005,3.0,2.0,80.0,37.2,93.0,23.0,0.005,328.3843215793071
2022-09-10 05:41:28,2.0,2.0,190.0,15.8,126.0,2299.0,0.005,3.0,2.0,80.0,37.2,93.0,23.0,0.005,300.7074572634457
2022-09-10 05:41:29,5.0,2.0,190.0,15.8,126.0,2299.0,0.005,3.0,2.0,86.0,53.1,96.0,24.0,0.005,278.5659658107565
2022-09-10 05:41:30,5.0,2.0,190.0,15.8,126.0,2299.0,0.005,3.0,2.0,86.0,53.1,96.0,24.0,0.005,260.85277264860525
2022-09-10 05:41:31,5.0,2.0,190.0,15.8,126.0,2299.0,0.005,3.0,2.0,86.0,53.1,96.0,24.0,0.005,246.6822181188842
2022-09-10 05:41:32,5.0,1.0,147.0,15.6,126.0,2299.0,0.005,7.0,2.0,94.0,62.4,99.0,25.0,0.005,226.74577449510736
2022-09-10 05:41:33,5.0,1.0,147.0,15.6,126.0,2299.0,0.005,7.0,2.0,94.0,62.4,99.0,25.0,0.005,210.79661959608592
2022-09-10 05:41:34,5.0,1.0,147.0,15.6,126.0,2299.0,0.006,7.0,2.0,94.0,62.4,99.0,25.0,0.006,198.03729567686875
2022-09-10 05:41:35,5.0,1.0,147.0,15.6,126.0,2299.0,0.007,7.0,2.0,94.0,62.4,99.0,25.0,0.007,187.829836541495
2022-09-10 05:41:36,5.0,1.0,147.0,15.6,126.0,2299.0,0.009,7.0,1.0,6.0,13.8,16.0,3.0,0.009,179.663869233196
2022-09-10 05:41:37,5.0,1.0,147.0,15.6,126.0,2299.0,0.01,7.0,1.0,6.0,13.8,16.0,3.0,0.01,173.1310953865568
2022-09-10 05:41:38,5.0,1.0,147.0,15.6,126.0,2299.0,0.011,7.0,1.0,6.0,13.8,16.0,3.0,0.011,167.90487630924545
2022-09-10 05:41:39,5.0,1.0,147.0,15.6,126.0,2299.0,0.012,7.0,1.0,6.0,13.8,16.0,3.0,0.012,163.72390104739637
2022-09-10 05:41:40,5.0,1.0,147.0,15.6,126.0,2299.0,0.013,7.0,1.0,6.0,13.8,16.0,3.0,0.013,160.3791208379171
2022-09-10 05:41:41,5.0,1.0,147.0,15.6,126.0,2299.0,0.015,4.0,1.0,6.0,13.8,16.0,3.0,0.015,157.70329667033369
2022-09-10 05:41:42,5.0,1.0,147.0,15.6,126.0,2299.0,0.016,4.0,1.0,6.0,13.8,16.0,3.0,0.016,155.56263733626696
2022-09-10 05:41:43,6.0,1.0,147.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,153.85010986901358
2022-09-10 05:41:44,6.0,1.0,147.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,152.48008789521086
2022-09-10 05:41:45,6.0,1.0,147.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,151.3840703161687
2022-09-10 05:41:46,1.0,1.0,147.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,150.50725625293498
2022-09-10 05:41:47,1.0,1.0,147.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,149.805805002348
2022-09-10 05:41:48,1.0,1.0,147.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,149.2446440018784
2022-09-10 05:41:49,1.0,1.0,147.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,148.79571520150273
2022-09-10 05:41:50,2.0,1.0,104.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,139.83657216120218
2022-09-10 05:41:51,2.0,1.0,104.0,15.6,126.0,2299.0,0.017,4.0,1.0,6.0,13.8,16.0,3.0,0.017,132.66925772896175
2022-09-10 05:41:52,5.0,1.0,104.0,15.6,126.0,2299.0,0.006,4.0,1.0,6.0,13.8,16.0,3.0,0.006,126.9354061831694
2022-09-10 05:41:53,5.0,1.0,104.0,15.6,126.0,2299.0,0.006,4.0,1.0,6.0,13.8,16.0,3.0,0.006,122.34832494653551
2022-09-10 05:41:54,5.0,1.0,104.0,15.6,126.0,2299.0,0.006,7.0,1.0,7.0,13.8,20.0,5.0,0.006,118.67865995722842
2022-09-10 05:41:55,5.0,1.0,104.0,15.6,126.0,2299.0,0.006,7.0,1.0,7.0,13.8,20.0,5.0,0.006,115.74292796578274
2022-09-10 05:41:56,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,1.0,6.0,13.4,7.0,4.0,0.006,135.3943423726262
2022-09-10 05:41:57,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,1.0,7.0,13.4,12.0,6.0,0.006,151.11547389810096
2022-09-10 05:41:58,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,1.0,7.0,13.4,12.0,6.0,0.006,163.69237911848077
2022-09-10 05:41:59,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,1.0,7.0,13.4,12.0,6.0,0.006,173.75390329478464
2022-09-10 05:42:00,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,2.0,21.0,20.4,16.0,8.0,0.006,181.8031226358277
2022-09-10 05:42:01,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,2.0,21.0,20.4,16.0,8.0,0.006,188.2424981086622
2022-09-10 05:42:02,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,2.0,21.0,20.4,16.0,8.0,0.006,193.39399848692975
2022-09-10 05:42:03,5.0,2.0,214.0,0.4,52.0,996.0,0.006,1.0,2.0,21.0,20.4,16.0,8.0,0.006,197.51519878954383
2022-09-10 05:42:04,5.0,2.0,214.0,0.4,52.0,996.0,0.005,5.0,2.0,35.0,27.5,140.0,11.0,0.005,200.81215903163508
2022-09-10 05:42:05,5.0,2.0,214.0,0.4,52.0,996.0,0.005,5.0,2.0,35.0,27.5,140.0,11.0,0.005,203.4497272253081
2022-09-10 05:42:06,3.0,2.0,214.0,0.4,52.0,996.0,0.005,5.0,2.0,58.0,41.5,145.0,13.0,0.005,205.5597817802465
2022-09-10 05:42:07,3.0,2.0,214.0,0.4,52.0,996.0,0.005,5.0,2.0,58.0,41.5,145.0,13.0,0.005,207.24782542419723
2022-09-10 05:42:08,3.0,2.0,214.0,0.4,52.0,996.0,0.005,5.0,2.0,58.0,41.5,145.0,13.0,0.005,208.5982603393578
2022-09-10 05:42:09,3.0,2.0,214.0,0.4,52.0,996.0,0.005,5.0,2.0,58.0,41.5,145.0,13.0,0.005,209.67860827148627
2022-09-10 05:42:10,3.0,2.0,214.0,0.4,52.0,996.0,0.004,7.0,2.0,58.0,41.5,145.0,13.0,0.004,210.54288661718903
2022-09-10 05:42:11,3.0,2.0,214.0,0.4,52.0,996.0,0.004,7.0,2.0,58.0,41.5,145.0,13.0,0.004,211.23430929375124
2022-09-10 05:42:12,3.0,2.0,214.0,0.4,52.0,996.0,0.004,7.0,2.0,58.0,41.5,145.0,13.0,0.004,211.787447435001
2022-09-10 05:42:13,3.0,2.0,214.0,0.4,52.0,996.0,0.004,7.0,2.0,58.0,41.5,145.0,13.0,0.004,212.22995794800084
2022-09-10 05:42:14,5.0,2.0,214.0,0.4,52.0,996.0,0.004,7.0,2.0,39.0,28.2,145.0,13.0,0.004,212.5839663584007
2022-09-10 05:42:15,5.0,2.0,214.0,0.4,52.0,996.0,0.003,7.0,2.0,39.0,28.2,145.0,13.0,0.003,212.86717308672056
2022-09-10 05:42:16,5.0,2.0,214.0,0.4,52.0,996.0,0.003,7.0,2.0,39.0,28.2,145.0,13.0,0.003,213.0937384693765
2022-09-10 05:42:17,5.0,2.0,214.0,0.4,52.0,996.0,0.003,7.0,2.0,39.0,28.2,145.0,13.0,0.003,213.2749907755012
2022-09-10 05:42:18,5.0,2.0,214.0,0.4,52.0,996.0,0.003,1.0,2.0,49.0,34.1,145.0,13.0,0.003,213.419992620401
2022-09-10 05:42:19,5.0,2.0,214.0,0.4,52.0,996.0,0.003,1.0,2.0,49.0,34.1,145.0,13.0,0.003,213.5359940963208
2022-09-10 05:42:20,5.0,2.0,214.0,0.4,52.0,996.0,0.003,1.0,2.0,49.0,34.1,145.0,13.0,0.003,213.62879527705667
2022-09-10 05:42:21,5.0,2.0,214.0,0.4,52.0,996.0,0.002,1.0,2.0,49.0,34.1,145.0,13.0,0.002,213.70303622164536
2022-09-10 05:42:22,5.0,2.0,214.0,0.4,52.0,996.0,0.002,1.0,2.0,49.0,34.1,145.0,13.0,0.002,213.76242897731632
2022-09-10 05:42:23,5.0,2.0,214.0,0.4,52.0,996.0,0.002,1.0,2.0,49.0,34.1,145.0,13.0,0.002,213.80994318185307
2022-09-10 05:42:24,5.0,2.0,214.0,0.4,52.0,996.0,0.002,1.0,2.0,60.0,41.9,273.0,12.0,0.002,213.84795454548248
2022-09-10 05:42:25,5.0,2.0,214.0,0.4,52.0,996.0,0.002,1.0,2.0,60.0,41.9,273.0,12.0,0.002,213.878363636386
2022-09-10 05:42:26,5.0,2.0,214.0,0.4,52.0,996.0,0.002,1.0,2.0,60.0,41.9,273.0,12.0,0.002,213.90269090910883
2022-09-10 05:42:27,5.0,1.0,126.0,17.4,67.0,2336.0,0.002,5.0,2.0,57.0,43.8,269.0,10.0,0.002,196.32215272728703
2022-09-10 05:42:28,5.0,1.0,126.0,17.4,67.0,2336.0,0.002,5.0,2.0,57.0,43.8,269.0,10.0,0.002,182.25772218182965
2022-09-10 05:42:29,5.0,1.0,126.0,17.4,67.0,2336.0,0.002,1.0,1.0,6.0,16.0,4.0,2.0,0.002,171.00617774546373
2022-09-10 05:42:30,5.0,1.0,126.0,17.4,67.0,2336.0,0.002,1.0,1.0,6.0,16.0,4.0,2.0,0.002,162.00494219637102
2022-09-10 05:42:31,5.0,1.0,126.0,17.4,67.0,2336.0,0.002,1.0,1.0,6.0,16.0,4.0,2.0,0.002,154.80395375709685
2022-09-10 05:42:32,5.0,1.0,126.0,17.4,67.0,2336.0,0.014,1.0,1.0,6.0,16.0,4.0,2.0,0.014,149.04316300567748
2022-09-10 05:42:33,5.0,1.0,126.0,17.4,67.0,2336.0,0.014,1.0,1.0,6.0,16.0,4.0,2.0,0.014,144.434530404542
2022-09-10 05:42:34,5.0,1.0,126.0,17.4,67.0,2336.0,0.014,2.0,1.0,6.0,16.0,4.0,2.0,0.014,140.7476243236336
2022-09-10 05:42:35,5.0,1.0,126.0,17.4,67.0,2336.0,0.014,2.0,1.0,6.0,16.0,4.0,2.0,0.014,137.7980994589069
2022-09-10 05:42:36,5.0,1.0,126.0,17.4,67.0,2336.0,0.014,2.0,1.0,6.0,16.0,4.0,2.0,0.014,135.4384795671255
2022-09-10 05:42:37,5.0,1.0,158.0,17.5,67.0,2336.0,0.014,7.0,1.0,5.0,8.4,6.0,2.0,0.014,139.95078365370043
2022-09-10 05:42:38,5.0,1.0,158.0,17.5,67.0,2336.0,0.014,7.0,1.0,5.0,8.4,6.0,2.0,0.014,143.56062692296035
2022-09-10 05:42:39,5.0,1.0,158.0,17.5,67.0,2336.0,0.014,7.0,1.0,5.0,8.4,6.0,2.0,0.014,146.44850153836828
2022-09-10 05:42:40,5.0,1.0,158.0,17.5,67.0,2336.0,0.014,7.0,1.0,5.0,8.4,6.0,2.0,0.014,148.75880123069462
2022-09-10 05:42:41,5.0,1.0,158.0,17.5,67.0,2336.0,0.014,7.0,1.0,5.0,8.4,6.0,2.0,0.014,150.6070409845557
2022-09-10 05:42:42,7.0,1.0,158.0,17.5,67.0,2336.0,0.014,7.0,1.0,5.0,8.4,6.0,2.0,0.014,152.08563278764458
2022-09-10 05:42:43,7.0,1.0,158.0,17.5,67.0,2336.0,0.014,7.0,1.0,5.0,8.4,6.0,2.0,0.014,153.26850623011566
2022-09-10 05:42:44,7.0,1.0,158.0,17.5,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,6.0,2.0,0.018,154.21480498409252
2022-09-10 05:42:45,7.0,1.0,158.0,17.5,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,6.0,2.0,0.018,154.971843987274
2022-09-10 05:42:46,7.0,1.0,158.0,17.5,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,6.0,2.0,0.018,155.5774751898192
2022-09-10 05:42:47,2.0,1.0,158.0,17.5,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,6.0,2.0,0.018,156.06198015185538
2022-09-10 05:42:48,2.0,1.0,158.0,17.5,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,6.0,2.0,0.018,156.44958412148432
2022-09-10 05:42:49,2.0,1.0,158.0,17.5,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,22.0,7.0,0.018,156.75966729718746
2022-09-10 05:42:50,2.0,1.0,158.0,17.5,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,22.0,7.0,0.018,157.00773383774998
2022-09-10 05:42:51,2.0,1.0,126.0,17.4,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,22.0,7.0,0.018,150.8061870702
2022-09-10 05:42:52,2.0,1.0,126.0,17.4,67.0,2336.0,0.018,2.0,1.0,5.0,8.4,22.0,7.0,0.018,145.84494965616
2022-09-10 05:42:53,2.0,1.0,126.0,17.4,67.0,2336.0,0.008,7.0,1.0,5.0,8.4,6.0,2.0,0.008,141.875959724928
2022-09-10 05:42:54,2.0,1.0,126.0,17.4,67.0,2336.0,0.008,7.0,1.0,5.0,8.4,6.0,2.0,0.008,138.7007677799424
2022-09-10 05:42:55,5.0,1.0,152.0,17.4,101.0,2385.0,0.008,7.0,1.0,5.0,8.4,6.0,2.0,0.008,141.36061422395392
2022-09-10 05:42:56,5.0,1.0,152.0,17.4,101.0,2385.0,0.008,7.0,1.0,5.0,8.4,6.0,2.0,0.008,143.48849137916315
2022-09-10 05:42:57,5.0,1.0,152.0,17.4,101.0,2385.0,0.008,7.0,1.0,5.0,8.4,6.0,2.0,0.008,145.19079310333052
2022-09-10 05:42:58,1.0,2.0,308.0,11.7,278.0,1579.0,0.008,7.0,1.0,12.0,5.2,19.0,7.0,0.008,177.75263448266443
2022-09-10 05:42:59,1.0,2.0,308.0,11.7,278.0,1579.0,0.008,7.0,1.0,12.0,5.2,19.0,7.0,0.008,203.80210758613157
2022-09-10 05:43:00,1.0,2.0,308.0,11.7,278.0,1579.0,0.008,7.0,1.0,12.0,5.2,19.0,7.0,0.008,224.64168606890524
2022-09-10 05:43:01,6.0,2.0,308.0,11.7,278.0,1579.0,0.008,7.0,1.0,19.0,5.4,19.0,7.0,0.008,241.3133488551242
2022-09-10 05:43:02,6.0,2.0,308.0,11.7,278.0,1579.0,0.008,7.0,1.0,19.0,5.4,19.0,7.0,0.008,254.65067908409932
2022-09-10 05:43:03,6.0,2.0,308.0,11.7,278.0,1579.0,0.008,7.0,1.0,19.0,5.4,19.0,7.0,0.008,265.3205432672795
2022-09-10 05:43:04,6.0,2.0,308.0,11.7,278.0,1579.0,0.008,7.0,1.0,19.0,5.4,19.0,7.0,0.008,273.85643461382364
2022-09-10 05:43:05,3.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,12.0,5.2,19.0,7.0,0.019,270.48514769105896
2022-09-10 05:43:06,3.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,12.0,5.2,19.0,7.0,0.019,267.7881181528472
2022-09-10 05:43:07,3.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,14.0,11.1,23.0,8.0,0.019,265.6304945222778
2022-09-10 05:43:08,3.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,14.0,11.1,23.0,8.0,0.019,263.9043956178223
2022-09-10 05:43:09,8.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,14.0,11.1,23.0,8.0,0.019,262.5235164942578
2022-09-10 05:43:10,8.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,14.0,11.1,23.0,8.0,0.019,261.4188131954063
2022-09-10 05:43:11,8.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,29.0,18.3,23.0,8.0,0.019,260.535050556325
2022-09-10 05:43:12,8.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,29.0,18.3,23.0,8.0,0.019,259.82804044506
2022-09-10 05:43:13,8.0,2.0,257.0,11.7,200.0,1461.0,0.019,7.0,1.0,29.0,18.3,23.0,8.0,0.019,259.26243235604807
2022-09-10 05:43:14,3.0,2.0,257.0,11.7,200.0,1461.0,0.017,7.0,1.0,29.0,18.3,23.0,8.0,0.017,258.8099458848385
2022-09-10 05:43:15,3.0,2.0,257.0,11.7,200.0,1461.0,0.015,7.0,1.0,29.0,18.3,23.0,8.0,0.015,258.44795670787084
2022-09-10 05:43:16,3.0,2.0,257.0,11.7,200.0,1461.0,0.013,8.0,1.0,14.0,11.1,23.0,8.0,0.013,258.1583653662967
2022-09-10 05:43:17,3.0,2.0,257.0,11.7,200.0,1461.0,0.011,8.0,1.0,14.0,11.1,23.0,8.0,0.011,257.9266922930374
2022-09-10 05:43:18,6.0,2.0,257.0,11.7,200.0,1461.0,0.008,8.0,1.0,14.0,11.1,23.0,8.0,0.008,257.7413538344299
2022-09-10 05:43:19,6.0,2.0,257.0,11.7,200.0,1461.0,0.006,8.0,1.0,14.0,11.1,23.0,8.0,0.006,257.59308306754394
2022-09-10 05:43:20,6.0,2.0,257.0,11.7,200.0,1461.0,0.004,8.0,1.0,14.0,11.1,23.0,8.0,0.004,257.4744664540352
2022-09-10 05:43:21,6.0,2.0,257.0,11.7,200.0,1461.0,0.002,8.0,1.0,14.0,11.1,23.0,8.0,0.002,257.37957316322814
2022-09-10 05:43:22,5.0,2.0,257.0,11.7,200.0,1461.0,0.0,8.0,1.0,14.0,11.1,23.0,8.0,0.0,257.30365853058254
2022-09-10 05:43:23,3.0,2.0,257.0,11.7,200.0,1461.0,0.0,8.0,1.0,14.0,11.1,23.0,8.0,0.0,257.24292682446605
2022-09-10 05:43:24,3.0,2.0,257.0,11.7,200.0,1461.0,0.0,8.0,1.0,14.0,11.1,23.0,8.0,0.0,257.19434145957285
2022-09-10 05:43:25,3.0,2.0,257.0,11.7,200.0,2096.0,0.0,8.0,1.0,15.0,11.1,23.0,8.0,0.0,257.1554731676584
2022-09-10 05:43:26,1.0,1.0,179.0,0.1,55.0,2758.0,0.0,8.0,1.0,11.0,13.1,13.0,5.0,0.0,241.5243785341267
2022-09-10 05:43:27,1.0,1.0,179.0,0.1,55.0,2758.0,0.0,8.0,1.0,11.0,13.1,13.0,5.0,0.0,229.01950282730135
2022-09-10 05:43:28,1.0,1.0,179.0,0.1,55.0,2758.0,0.0,1.0,2.0,28.0,27.5,13.0,5.0,0.0,219.01560226184117
2022-09-10 05:43:29,1.0,1.0,179.0,0.1,55.0,2758.0,0.0,1.0,2.0,28.0,27.5,13.0,5.0,0.0,211.01248180947292
2022-09-10 05:43:30,1.0,1.0,179.0,0.1,55.0,2758.0,0.0,5.0,2.0,41.0,37.4,13.0,5.0,0.0,204.6099854475784
2022-09-10 05:43:31,1.0,1.0,179.0,0.1,55.0,2758.0,0.0,5.0,2.0,41.0,37.4,13.0,5.0,0.0,199.48798835806272
